,Unnamed: 0,open_time,close
16848055,16848055,1752537655000000,3010.8
16848056,16848056,1752537656000000,3010.8
16848057,16848057,1752537657000000,3010.89
16848058,16848058,1752537658000000,3010.6
16848059,16848059,1752537659000000,3010.6
16848060,16848060,1752537660000000,3010.51
16848061,16848061,1752537661000000,3010.5
16848062,16848062,1752537662000000,3010.5
16848063,16848063,1752537663000000,3010.5
16848064,16848064,1752537664000000,3010.51
16848065,16848065,1752537665000000,3010.51
16848066,16848066,1752537666000000,3010.8
16848067,16848067,1752537667000000,3010.8
16848068,16848068,1752537668000000,3010.95
16848069,16848069,1752537669000000,3010.95
16848070,16848070,1752537670000000,3010.94
16848071,16848071,1752537671000000,3010.61
16848072,16848072,1752537672000000,3010.62
16848073,16848073,1752537673000000,3010.95
16848074,16848074,1752537674000000,3010.99
16848075,16848075,1752537675000000,3010.99
16848076,16848076,1752537676000000,3011.0
16848077,16848077,1752537677000000,3011.0
16848078,16848078,1752537678000000,3011.0
16848079,16848079,1752537679000000,3011.49
16848080,16848080,1752537680000000,3011.49
16848081,16848081,1752537681000000,3011.49
16848082,16848082,1752537682000000,3011.22
16848083,16848083,1752537683000000,3011.22
16848084,16848084,1752537684000000,3011.2
16848085,16848085,1752537685000000,3010.91
16848086,16848086,1752537686000000,3011.19
16848087,16848087,1752537687000000,3011.19
16848088,16848088,1752537688000000,3011.19
16848089,16848089,1752537689000000,3011.2
16848090,16848090,1752537690000000,3011.19
16848091,16848091,1752537691000000,3011.19
16848092,16848092,1752537692000000,3010.94
16848093,16848093,1752537693000000,3010.94
16848094,16848094,1752537694000000,3010.91
16848095,16848095,1752537695000000,3010.91
16848096,16848096,1752537696000000,3010.91
16848097,16848097,1752537697000000,3010.91
16848098,16848098,1752537698000000,3010.91
16848099,16848099,1752537699000000,3010.91
16848100,16848100,1752537700000000,3010.91
16848101,16848101,1752537701000000,3010.91
16848102,16848102,1752537702000000,3010.91
16848103,16848103,1752537703000000,3010.82
16848104,16848104,1752537704000000,3010.82
16848105,16848105,1752537705000000,3010.82
16848106,16848106,1752537706000000,3010.8
16848107,16848107,1752537707000000,3010.8
16848108,16848108,1752537708000000,3010.8
16848109,16848109,1752537709000000,3010.51
16848110,16848110,1752537710000000,3010.51
16848111,16848111,1752537711000000,3010.84
16848112,16848112,1752537712000000,3011.23
16848113,16848113,1752537713000000,3011.23
16848114,16848114,1752537714000000,3011.23
16848115,16848115,1752537715000000,3011.23
16848116,16848116,1752537716000000,3011.25
16848117,16848117,1752537717000000,3011.25
16848118,16848118,1752537718000000,3011.4
16848119,16848119,1752537719000000,3011.55
16848120,16848120,1752537720000000,3011.61
16848121,16848121,1752537721000000,3011.61
16848122,16848122,1752537722000000,3011.61
16848123,16848123,1752537723000000,3011.84
16848124,16848124,1752537724000000,3011.84
16848125,16848125,1752537725000000,3011.84
16848126,16848126,1752537726000000,3011.84
16848127,16848127,1752537727000000,3011.84
16848128,16848128,1752537728000000,3011.85
16848129,16848129,1752537729000000,3011.85
16848130,16848130,1752537730000000,3011.85
16848131,16848131,1752537731000000,3011.85
16848132,16848132,1752537732000000,3011.94
16848133,16848133,1752537733000000,3011.95
16848134,16848134,1752537734000000,3011.95
16848135,16848135,1752537735000000,3011.95
16848136,16848136,1752537736000000,3011.66
16848137,16848137,1752537737000000,3011.66
16848138,16848138,1752537738000000,3011.66
16848139,16848139,1752537739000000,3011.61
16848140,16848140,1752537740000000,3011.61
16848141,16848141,1752537741000000,3011.61
16848142,16848142,1752537742000000,3011.62
16848143,16848143,1752537743000000,3011.62
16848144,16848144,1752537744000000,3011.62
16848145,16848145,1752537745000000,3011.62
16848146,16848146,1752537746000000,3011.62
16848147,16848147,1752537747000000,3011.62
16848148,16848148,1752537748000000,3011.62
16848149,16848149,1752537749000000,3011.7
16848150,16848150,1752537750000000,3012.3
16848151,16848151,1752537751000000,3012.3
16848152,16848152,1752537752000000,3012.3
16848153,16848153,1752537753000000,3012.3
16848154,16848154,1752537754000000,3012.3
16848155,16848155,1752537755000000,3012.3
16848156,16848156,1752537756000000,3012.28
16848157,16848157,1752537757000000,3012.1
16848158,16848158,1752537758000000,3011.7
16848159,16848159,1752537759000000,3011.89
16848160,16848160,1752537760000000,3011.9
16848161,16848161,1752537761000000,3011.9
16848162,16848162,1752537762000000,3011.9
16848163,16848163,1752537763000000,3011.9
16848164,16848164,1752537764000000,3011.7
16848165,16848165,1752537765000000,3011.7
16848166,16848166,1752537766000000,3011.7
16848167,16848167,1752537767000000,3011.1
16848168,16848168,1752537768000000,3010.96
16848169,16848169,1752537769000000,3011.18
16848170,16848170,1752537770000000,3011.18
16848171,16848171,1752537771000000,3011.18
16848172,16848172,1752537772000000,3011.18
16848173,16848173,1752537773000000,3011.18
16848174,16848174,1752537774000000,3011.39
16848175,16848175,1752537775000000,3011.39
16848176,16848176,1752537776000000,3011.39
16848177,16848177,1752537777000000,3011.39
16848178,16848178,1752537778000000,3011.39
16848179,16848179,1752537779000000,3011.39
16848180,16848180,1752537780000000,3011.39
16848181,16848181,1752537781000000,3011.39
16848182,16848182,1752537782000000,3011.4
16848183,16848183,1752537783000000,3011.4
16848184,16848184,1752537784000000,3012.0
16848185,16848185,1752537785000000,3012.0
16848186,16848186,1752537786000000,3012.0
16848187,16848187,1752537787000000,3012.14
16848188,16848188,1752537788000000,3012.14
16848189,16848189,1752537789000000,3012.14
16848190,16848190,1752537790000000,3011.7
16848191,16848191,1752537791000000,3011.71
16848192,16848192,1752537792000000,3011.71
16848193,16848193,1752537793000000,3011.71
16848194,16848194,1752537794000000,3011.71
16848195,16848195,1752537795000000,3011.71
16848196,16848196,1752537796000000,3011.71
16848197,16848197,1752537797000000,3011.71
16848198,16848198,1752537798000000,3011.71
16848199,16848199,1752537799000000,3011.71
16848200,16848200,1752537800000000,3011.71
16848201,16848201,1752537801000000,3011.88
16848202,16848202,1752537802000000,3011.88
16848203,16848203,1752537803000000,3011.89
16848204,16848204,1752537804000000,3011.89
16848205,16848205,1752537805000000,3012.15
16848206,16848206,1752537806000000,3012.3
16848207,16848207,1752537807000000,3012.14
16848208,16848208,1752537808000000,3011.91
16848209,16848209,1752537809000000,3011.91
16848210,16848210,1752537810000000,3011.71
16848211,16848211,1752537811000000,3011.71
16848212,16848212,1752537812000000,3011.59
16848213,16848213,1752537813000000,3011.59
16848214,16848214,1752537814000000,3011.59
16848215,16848215,1752537815000000,3011.59
16848216,16848216,1752537816000000,3011.55
16848217,16848217,1752537817000000,3011.55
16848218,16848218,1752537818000000,3011.56
16848219,16848219,1752537819000000,3011.56
16848220,16848220,1752537820000000,3011.73
16848221,16848221,1752537821000000,3011.73
16848222,16848222,1752537822000000,3011.9
16848223,16848223,1752537823000000,3011.9
16848224,16848224,1752537824000000,3011.9
16848225,16848225,1752537825000000,3011.9
16848226,16848226,1752537826000000,3011.9
16848227,16848227,1752537827000000,3011.79
16848228,16848228,1752537828000000,3011.71
16848229,16848229,1752537829000000,3011.71
16848230,16848230,1752537830000000,3011.71
16848231,16848231,1752537831000000,3011.71
16848232,16848232,1752537832000000,3011.71
16848233,16848233,1752537833000000,3011.71
16848234,16848234,1752537834000000,3011.71
16848235,16848235,1752537835000000,3011.71
16848236,16848236,1752537836000000,3011.71
16848237,16848237,1752537837000000,3011.69
16848238,16848238,1752537838000000,3011.69
16848239,16848239,1752537839000000,3011.69
16848240,16848240,1752537840000000,3011.69
16848241,16848241,1752537841000000,3011.25
16848242,16848242,1752537842000000,3011.11
16848243,16848243,1752537843000000,3011.11
16848244,16848244,1752537844000000,3010.95
16848245,16848245,1752537845000000,3010.8
16848246,16848246,1752537846000000,3010.81
16848247,16848247,1752537847000000,3010.81
16848248,16848248,1752537848000000,3011.2
16848249,16848249,1752537849000000,3011.2
16848250,16848250,1752537850000000,3011.2
16848251,16848251,1752537851000000,3011.11
16848252,16848252,1752537852000000,3011.11
16848253,16848253,1752537853000000,3011.11
16848254,16848254,1752537854000000,3011.11
16848255,16848255,1752537855000000,3010.95
16848256,16848256,1752537856000000,3010.95
16848257,16848257,1752537857000000,3010.95
16848258,16848258,1752537858000000,3010.95
16848259,16848259,1752537859000000,3010.95
16848260,16848260,1752537860000000,3010.95
16848261,16848261,1752537861000000,3010.95
16848262,16848262,1752537862000000,3010.95
16848263,16848263,1752537863000000,3010.95
16848264,16848264,1752537864000000,3010.95
16848265,16848265,1752537865000000,3010.95
16848266,16848266,1752537866000000,3010.95
16848267,16848267,1752537867000000,3010.95
16848268,16848268,1752537868000000,3010.94
16848269,16848269,1752537869000000,3010.94
16848270,16848270,1752537870000000,3010.94
16848271,16848271,1752537871000000,3010.56
16848272,16848272,1752537872000000,3010.56
16848273,16848273,1752537873000000,3010.57
16848274,16848274,1752537874000000,3010.57
16848275,16848275,1752537875000000,3010.57
16848276,16848276,1752537876000000,3010.5
16848277,16848277,1752537877000000,3010.5
16848278,16848278,1752537878000000,3010.35
16848279,16848279,1752537879000000,3009.88
16848280,16848280,1752537880000000,3009.88
16848281,16848281,1752537881000000,3009.75
16848282,16848282,1752537882000000,3009.75
16848283,16848283,1752537883000000,3009.75
16848284,16848284,1752537884000000,3009.75
16848285,16848285,1752537885000000,3009.41
16848286,16848286,1752537886000000,3009.41
16848287,16848287,1752537887000000,3009.31
16848288,16848288,1752537888000000,3009.3
16848289,16848289,1752537889000000,3009.4
16848290,16848290,1752537890000000,3009.69
16848291,16848291,1752537891000000,3009.69
16848292,16848292,1752537892000000,3009.75
16848293,16848293,1752537893000000,3009.75
16848294,16848294,1752537894000000,3009.75
16848295,16848295,1752537895000000,3009.75
16848296,16848296,1752537896000000,3009.9
16848297,16848297,1752537897000000,3009.9
16848298,16848298,1752537898000000,3009.9
16848299,16848299,1752537899000000,3009.9
16848300,16848300,1752537900000000,3009.9
16848301,16848301,1752537901000000,3009.9
16848302,16848302,1752537902000000,3009.9
16848303,16848303,1752537903000000,3009.9
16848304,16848304,1752537904000000,3009.9
16848305,16848305,1752537905000000,3009.78
16848306,16848306,1752537906000000,3009.78
16848307,16848307,1752537907000000,3009.78
16848308,16848308,1752537908000000,3009.72
16848309,16848309,1752537909000000,3009.72
16848310,16848310,1752537910000000,3009.72
16848311,16848311,1752537911000000,3009.72
16848312,16848312,1752537912000000,3009.72
16848313,16848313,1752537913000000,3009.52
16848314,16848314,1752537914000000,3009.67
16848315,16848315,1752537915000000,3009.67
16848316,16848316,1752537916000000,3009.67
16848317,16848317,1752537917000000,3009.67
16848318,16848318,1752537918000000,3009.45
16848319,16848319,1752537919000000,3009.4
16848320,16848320,1752537920000000,3009.3
16848321,16848321,1752537921000000,3009.3
16848322,16848322,1752537922000000,3009.26
16848323,16848323,1752537923000000,3009.29
16848324,16848324,1752537924000000,3009.29
16848325,16848325,1752537925000000,3009.33
16848326,16848326,1752537926000000,3009.5
16848327,16848327,1752537927000000,3009.5
16848328,16848328,1752537928000000,3009.5
16848329,16848329,1752537929000000,3009.5
16848330,16848330,1752537930000000,3009.5
16848331,16848331,1752537931000000,3009.0
16848332,16848332,1752537932000000,3008.45
16848333,16848333,1752537933000000,3008.46
16848334,16848334,1752537934000000,3008.49
16848335,16848335,1752537935000000,3008.49
16848336,16848336,1752537936000000,3008.49
16848337,16848337,1752537937000000,3008.49
16848338,16848338,1752537938000000,3009.0
16848339,16848339,1752537939000000,3008.51
16848340,16848340,1752537940000000,3008.7
16848341,16848341,1752537941000000,3008.7
16848342,16848342,1752537942000000,3008.7
16848343,16848343,1752537943000000,3008.7
16848344,16848344,1752537944000000,3008.7
16848345,16848345,1752537945000000,3008.7
16848346,16848346,1752537946000000,3008.71
16848347,16848347,1752537947000000,3008.71
16848348,16848348,1752537948000000,3008.71
16848349,16848349,1752537949000000,3008.4
16848350,16848350,1752537950000000,3008.4
16848351,16848351,1752537951000000,3008.22
16848352,16848352,1752537952000000,3008.11
16848353,16848353,1752537953000000,3008.11
16848354,16848354,1752537954000000,3008.11
16848355,16848355,1752537955000000,3008.44
16848356,16848356,1752537956000000,3008.44
16848357,16848357,1752537957000000,3008.49
16848358,16848358,1752537958000000,3008.4
16848359,16848359,1752537959000000,3008.4
16848360,16848360,1752537960000000,3008.55
16848361,16848361,1752537961000000,3009.45
16848362,16848362,1752537962000000,3010.05
16848363,16848363,1752537963000000,3010.05
16848364,16848364,1752537964000000,3010.6
16848365,16848365,1752537965000000,3010.7
16848366,16848366,1752537966000000,3010.21
16848367,16848367,1752537967000000,3010.0
16848368,16848368,1752537968000000,3010.39
16848369,16848369,1752537969000000,3010.39
16848370,16848370,1752537970000000,3010.6
16848371,16848371,1752537971000000,3010.69
16848372,16848372,1752537972000000,3010.7
16848373,16848373,1752537973000000,3010.7
16848374,16848374,1752537974000000,3010.7
16848375,16848375,1752537975000000,3010.7
16848376,16848376,1752537976000000,3010.7
16848377,16848377,1752537977000000,3010.7
16848378,16848378,1752537978000000,3010.7
16848379,16848379,1752537979000000,3010.69
16848380,16848380,1752537980000000,3010.7
16848381,16848381,1752537981000000,3010.79
16848382,16848382,1752537982000000,3010.84
16848383,16848383,1752537983000000,3010.85
16848384,16848384,1752537984000000,3011.39
16848385,16848385,1752537985000000,3011.31
16848386,16848386,1752537986000000,3011.2
16848387,16848387,1752537987000000,3010.9
16848388,16848388,1752537988000000,3010.82
16848389,16848389,1752537989000000,3010.81
16848390,16848390,1752537990000000,3011.25
16848391,16848391,1752537991000000,3011.24
16848392,16848392,1752537992000000,3011.55
16848393,16848393,1752537993000000,3011.33
16848394,16848394,1752537994000000,3011.2
16848395,16848395,1752537995000000,3011.2
16848396,16848396,1752537996000000,3011.35
16848397,16848397,1752537997000000,3011.35
16848398,16848398,1752537998000000,3011.48
16848399,16848399,1752537999000000,3011.21
16848400,16848400,1752538000000000,3011.21
16848401,16848401,1752538001000000,3011.21
16848402,16848402,1752538002000000,3011.21
16848403,16848403,1752538003000000,3011.21
16848404,16848404,1752538004000000,3010.8
16848405,16848405,1752538005000000,3010.8
16848406,16848406,1752538006000000,3010.8
16848407,16848407,1752538007000000,3010.8
16848408,16848408,1752538008000000,3010.8
16848409,16848409,1752538009000000,3010.8
16848410,16848410,1752538010000000,3010.89
16848411,16848411,1752538011000000,3010.89
16848412,16848412,1752538012000000,3010.88
16848413,16848413,1752538013000000,3010.88
16848414,16848414,1752538014000000,3010.89
16848415,16848415,1752538015000000,3010.79
16848416,16848416,1752538016000000,3010.67
16848417,16848417,1752538017000000,3010.43
16848418,16848418,1752538018000000,3010.43
16848419,16848419,1752538019000000,3010.43
16848420,16848420,1752538020000000,3010.43
16848421,16848421,1752538021000000,3010.9
16848422,16848422,1752538022000000,3010.91
16848423,16848423,1752538023000000,3010.32
16848424,16848424,1752538024000000,3010.31
16848425,16848425,1752538025000000,3010.31
16848426,16848426,1752538026000000,3010.31
16848427,16848427,1752538027000000,3010.32
16848428,16848428,1752538028000000,3010.49
16848429,16848429,1752538029000000,3010.49
16848430,16848430,1752538030000000,3010.49
16848431,16848431,1752538031000000,3010.49
16848432,16848432,1752538032000000,3010.49
16848433,16848433,1752538033000000,3010.49
16848434,16848434,1752538034000000,3010.1
16848435,16848435,1752538035000000,3010.1
16848436,16848436,1752538036000000,3010.05
16848437,16848437,1752538037000000,3009.75
16848438,16848438,1752538038000000,3009.6
16848439,16848439,1752538039000000,3009.6
16848440,16848440,1752538040000000,3009.61
16848441,16848441,1752538041000000,3009.61
16848442,16848442,1752538042000000,3009.61
16848443,16848443,1752538043000000,3009.6
16848444,16848444,1752538044000000,3009.61
16848445,16848445,1752538045000000,3009.61
16848446,16848446,1752538046000000,3009.61
16848447,16848447,1752538047000000,3009.61
16848448,16848448,1752538048000000,3010.05
16848449,16848449,1752538049000000,3010.05
16848450,16848450,1752538050000000,3009.87
16848451,16848451,1752538051000000,3009.4
16848452,16848452,1752538052000000,3009.31
16848453,16848453,1752538053000000,3009.31
16848454,16848454,1752538054000000,3009.31
16848455,16848455,1752538055000000,3008.96
16848456,16848456,1752538056000000,3008.81
16848457,16848457,1752538057000000,3008.51
16848458,16848458,1752538058000000,3008.51
16848459,16848459,1752538059000000,3008.41
16848460,16848460,1752538060000000,3008.41
16848461,16848461,1752538061000000,3008.41
16848462,16848462,1752538062000000,3008.4
16848463,16848463,1752538063000000,3008.58
16848464,16848464,1752538064000000,3008.8
16848465,16848465,1752538065000000,3008.8
16848466,16848466,1752538066000000,3008.8
16848467,16848467,1752538067000000,3008.8
16848468,16848468,1752538068000000,3008.8
16848469,16848469,1752538069000000,3008.8
16848470,16848470,1752538070000000,3008.8
16848471,16848471,1752538071000000,3008.8
16848472,16848472,1752538072000000,3008.81
16848473,16848473,1752538073000000,3008.81
16848474,16848474,1752538074000000,3008.8
16848475,16848475,1752538075000000,3008.8
16848476,16848476,1752538076000000,3008.8
16848477,16848477,1752538077000000,3008.8
16848478,16848478,1752538078000000,3009.3
16848479,16848479,1752538079000000,3009.3
16848480,16848480,1752538080000000,3009.59
16848481,16848481,1752538081000000,3009.59
16848482,16848482,1752538082000000,3009.6
16848483,16848483,1752538083000000,3009.69
16848484,16848484,1752538084000000,3009.69
16848485,16848485,1752538085000000,3010.05
16848486,16848486,1752538086000000,3010.05
16848487,16848487,1752538087000000,3010.05
16848488,16848488,1752538088000000,3010.05
16848489,16848489,1752538089000000,3010.19
16848490,16848490,1752538090000000,3010.19
16848491,16848491,1752538091000000,3010.19
16848492,16848492,1752538092000000,3010.19
16848493,16848493,1752538093000000,3010.19
16848494,16848494,1752538094000000,3010.19
16848495,16848495,1752538095000000,3010.19
16848496,16848496,1752538096000000,3010.19
16848497,16848497,1752538097000000,3010.19
16848498,16848498,1752538098000000,3010.19
16848499,16848499,1752538099000000,3010.19
16848500,16848500,1752538100000000,3010.19
16848501,16848501,1752538101000000,3010.19
16848502,16848502,1752538102000000,3010.19
16848503,16848503,1752538103000000,3010.19
16848504,16848504,1752538104000000,3010.19
16848505,16848505,1752538105000000,3010.19
16848506,16848506,1752538106000000,3010.05
16848507,16848507,1752538107000000,3010.19
16848508,16848508,1752538108000000,3010.19
16848509,16848509,1752538109000000,3010.19
16848510,16848510,1752538110000000,3010.38
16848511,16848511,1752538111000000,3010.38
16848512,16848512,1752538112000000,3010.49
16848513,16848513,1752538113000000,3010.49
16848514,16848514,1752538114000000,3010.8
16848515,16848515,1752538115000000,3010.8
16848516,16848516,1752538116000000,3010.51
16848517,16848517,1752538117000000,3010.0
16848518,16848518,1752538118000000,3010.0
16848519,16848519,1752538119000000,3009.6
16848520,16848520,1752538120000000,3009.5
16848521,16848521,1752538121000000,3009.98
16848522,16848522,1752538122000000,3009.98
16848523,16848523,1752538123000000,3009.98
16848524,16848524,1752538124000000,3009.98
16848525,16848525,1752538125000000,3009.98
16848526,16848526,1752538126000000,3009.79
16848527,16848527,1752538127000000,3009.79
16848528,16848528,1752538128000000,3009.4
16848529,16848529,1752538129000000,3009.4
16848530,16848530,1752538130000000,3009.3
16848531,16848531,1752538131000000,3009.3
16848532,16848532,1752538132000000,3010.0
16848533,16848533,1752538133000000,3010.0
16848534,16848534,1752538134000000,3010.0
16848535,16848535,1752538135000000,3010.0
16848536,16848536,1752538136000000,3009.98
16848537,16848537,1752538137000000,3009.98
16848538,16848538,1752538138000000,3009.98
16848539,16848539,1752538139000000,3009.98
16848540,16848540,1752538140000000,3010.35
16848541,16848541,1752538141000000,3011.24
16848542,16848542,1752538142000000,3011.25
16848543,16848543,1752538143000000,3011.4
16848544,16848544,1752538144000000,3011.48
16848545,16848545,1752538145000000,3011.33
16848546,16848546,1752538146000000,3011.16
16848547,16848547,1752538147000000,3011.14
16848548,16848548,1752538148000000,3011.14
16848549,16848549,1752538149000000,3010.98
16848550,16848550,1752538150000000,3010.98
16848551,16848551,1752538151000000,3010.98
16848552,16848552,1752538152000000,3010.98
16848553,16848553,1752538153000000,3010.98
16848554,16848554,1752538154000000,3011.08
16848555,16848555,1752538155000000,3011.08
16848556,16848556,1752538156000000,3010.8
16848557,16848557,1752538157000000,3010.76
16848558,16848558,1752538158000000,3010.76
16848559,16848559,1752538159000000,3010.76
16848560,16848560,1752538160000000,3010.76
16848561,16848561,1752538161000000,3010.73
16848562,16848562,1752538162000000,3010.73
16848563,16848563,1752538163000000,3010.73
16848564,16848564,1752538164000000,3010.73
16848565,16848565,1752538165000000,3010.73
16848566,16848566,1752538166000000,3010.65
16848567,16848567,1752538167000000,3010.65
16848568,16848568,1752538168000000,3010.65
16848569,16848569,1752538169000000,3010.97
16848570,16848570,1752538170000000,3010.97
16848571,16848571,1752538171000000,3010.97
16848572,16848572,1752538172000000,3010.97
16848573,16848573,1752538173000000,3010.81
16848574,16848574,1752538174000000,3010.81
16848575,16848575,1752538175000000,3010.81
16848576,16848576,1752538176000000,3011.07
16848577,16848577,1752538177000000,3011.07
16848578,16848578,1752538178000000,3011.07
16848579,16848579,1752538179000000,3011.07
16848580,16848580,1752538180000000,3011.07
16848581,16848581,1752538181000000,3011.07
16848582,16848582,1752538182000000,3011.07
16848583,16848583,1752538183000000,3011.07
16848584,16848584,1752538184000000,3010.35
16848585,16848585,1752538185000000,3010.35
16848586,16848586,1752538186000000,3010.41
16848587,16848587,1752538187000000,3010.5
16848588,16848588,1752538188000000,3011.03
16848589,16848589,1752538189000000,3011.07
16848590,16848590,1752538190000000,3011.07
16848591,16848591,1752538191000000,3011.07
16848592,16848592,1752538192000000,3011.07
16848593,16848593,1752538193000000,3011.07
16848594,16848594,1752538194000000,3011.07
16848595,16848595,1752538195000000,3011.07
16848596,16848596,1752538196000000,3011.07
16848597,16848597,1752538197000000,3011.07
16848598,16848598,1752538198000000,3011.2
16848599,16848599,1752538199000000,3011.29
16848600,16848600,1752538200000000,3011.4
16848601,16848601,1752538201000000,3011.4
16848602,16848602,1752538202000000,3011.5
16848603,16848603,1752538203000000,3011.49
16848604,16848604,1752538204000000,3011.49
16848605,16848605,1752538205000000,3011.2
16848606,16848606,1752538206000000,3011.16
16848607,16848607,1752538207000000,3011.03
16848608,16848608,1752538208000000,3011.03
16848609,16848609,1752538209000000,3011.03
16848610,16848610,1752538210000000,3010.7
16848611,16848611,1752538211000000,3010.79
16848612,16848612,1752538212000000,3010.83
16848613,16848613,1752538213000000,3011.08
16848614,16848614,1752538214000000,3011.08
16848615,16848615,1752538215000000,3011.08
16848616,16848616,1752538216000000,3011.08
16848617,16848617,1752538217000000,3011.08
16848618,16848618,1752538218000000,3011.08
16848619,16848619,1752538219000000,3011.07
16848620,16848620,1752538220000000,3011.07
16848621,16848621,1752538221000000,3011.07
16848622,16848622,1752538222000000,3011.07
16848623,16848623,1752538223000000,3011.07
16848624,16848624,1752538224000000,3011.07
16848625,16848625,1752538225000000,3011.07
16848626,16848626,1752538226000000,3011.07
16848627,16848627,1752538227000000,3011.08
16848628,16848628,1752538228000000,3011.08
16848629,16848629,1752538229000000,3011.19
16848630,16848630,1752538230000000,3011.19
16848631,16848631,1752538231000000,3011.01
16848632,16848632,1752538232000000,3011.01
16848633,16848633,1752538233000000,3011.01
16848634,16848634,1752538234000000,3011.01
16848635,16848635,1752538235000000,3011.01
16848636,16848636,1752538236000000,3010.8
16848637,16848637,1752538237000000,3010.8
16848638,16848638,1752538238000000,3010.8
16848639,16848639,1752538239000000,3010.8
16848640,16848640,1752538240000000,3010.81
16848641,16848641,1752538241000000,3010.8
16848642,16848642,1752538242000000,3010.8
16848643,16848643,1752538243000000,3010.8
16848644,16848644,1752538244000000,3010.8
16848645,16848645,1752538245000000,3010.35
16848646,16848646,1752538246000000,3010.35
16848647,16848647,1752538247000000,3010.35
16848648,16848648,1752538248000000,3010.35
16848649,16848649,1752538249000000,3010.21
16848650,16848650,1752538250000000,3010.21
16848651,16848651,1752538251000000,3010.21
16848652,16848652,1752538252000000,3010.49
16848653,16848653,1752538253000000,3010.98
16848654,16848654,1752538254000000,3010.98
16848655,16848655,1752538255000000,3010.98
16848656,16848656,1752538256000000,3010.98
16848657,16848657,1752538257000000,3010.98
16848658,16848658,1752538258000000,3010.69
16848659,16848659,1752538259000000,3010.69
16848660,16848660,1752538260000000,3011.4
16848661,16848661,1752538261000000,3012.0
16848662,16848662,1752538262000000,3012.0
16848663,16848663,1752538263000000,3012.0
16848664,16848664,1752538264000000,3012.0
16848665,16848665,1752538265000000,3012.0
16848666,16848666,1752538266000000,3012.0
16848667,16848667,1752538267000000,3012.0
16848668,16848668,1752538268000000,3012.0
16848669,16848669,1752538269000000,3012.07
16848670,16848670,1752538270000000,3011.88
16848671,16848671,1752538271000000,3011.88
16848672,16848672,1752538272000000,3011.88
16848673,16848673,1752538273000000,3011.88
16848674,16848674,1752538274000000,3011.88
16848675,16848675,1752538275000000,3011.88
16848676,16848676,1752538276000000,3011.88
16848677,16848677,1752538277000000,3011.9
16848678,16848678,1752538278000000,3011.9
16848679,16848679,1752538279000000,3011.89
16848680,16848680,1752538280000000,3011.97
16848681,16848681,1752538281000000,3011.97
16848682,16848682,1752538282000000,3011.97
16848683,16848683,1752538283000000,3011.97
16848684,16848684,1752538284000000,3011.97
16848685,16848685,1752538285000000,3012.33
16848686,16848686,1752538286000000,3012.4
16848687,16848687,1752538287000000,3012.35
16848688,16848688,1752538288000000,3012.34
16848689,16848689,1752538289000000,3012.34
16848690,16848690,1752538290000000,3012.34
16848691,16848691,1752538291000000,3012.34
16848692,16848692,1752538292000000,3012.34
16848693,16848693,1752538293000000,3012.2
16848694,16848694,1752538294000000,3012.2
16848695,16848695,1752538295000000,3012.38
16848696,16848696,1752538296000000,3011.85
16848697,16848697,1752538297000000,3011.7
